Count of elements - 10000
Car:   fuel tank capacity: 356; fuel consumption: 25; max speed: 293; max distance: 14
Bus:   fuel tank capacity: 738; fuel consumption: 318; max passengers: 113; max distance: 2
Bus:   fuel tank capacity: 907; fuel consumption: 346; max passengers: 421; max distance: 2
Car:   fuel tank capacity: 481; fuel consumption: 316; max speed: 841; max distance: 1
Car:   fuel tank capacity: 183; fuel consumption: 318; max speed: 402; max distance: 0
Car:   fuel tank capacity: 694; fuel consumption: 849; max speed: 496; max distance: 0
Car:   fuel tank capacity: 170; fuel consumption: 833; max speed: 710; max distance: 0
Car:   fuel tank capacity: 118; fuel consumption: 939; max speed: 780; max distance: 0
Truck: fuel tank capacity: 851; fuel consumption: 249; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 692; fuel consumption: 24; lifting capacity: 0; max distance: 28
Car:   fuel tank capacity: 903; fuel consumption: 318; max speed: 99; max distance: 2
Truck: fuel tank capacity: 621; fuel consumption: 503; lifting capacity: 0; max distance: 1
Bus:   fuel tank capacity: 422; fuel consumption: 698; max passengers: 94; max distance: 0
Truck: fuel tank capacity: 54; fuel consumption: 778; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 107; fuel consumption: 599; max speed: 306; max distance: 0
Bus:   fuel tank capacity: 878; fuel consumption: 347; max passengers: 553; max distance: 2
Truck: fuel tank capacity: 724; fuel consumption: 488; lifting capacity: 0; max distance: 1
Bus:   fuel tank capacity: 419; fuel consumption: 121; max passengers: 94; max distance: 3
Bus:   fuel tank capacity: 394; fuel consumption: 270; max passengers: 794; max distance: 1
Truck: fuel tank capacity: 50; fuel consumption: 490; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 274; fuel consumption: 501; max passengers: 748; max distance: 0
Truck: fuel tank capacity: 517; fuel consumption: 425; lifting capacity: 0; max distance: 1
Truck: fuel tank capacity: 395; fuel consumption: 410; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 197; fuel consumption: 394; max speed: 945; max distance: 0
Car:   fuel tank capacity: 880; fuel consumption: 152; max speed: 784; max distance: 5
Bus:   fuel tank capacity: 426; fuel consumption: 347; max passengers: 248; max distance: 1
Car:   fuel tank capacity: 581; fuel consumption: 153; max speed: 112; max distance: 3
Truck: fuel tank capacity: 194; fuel consumption: 74; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 770; fuel consumption: 74; max speed: 101; max distance: 10
Truck: fuel tank capacity: 497; fuel consumption: 68; lifting capacity: 0; max distance: 7
Bus:   fuel tank capacity: 517; fuel consumption: 454; max passengers: 553; max distance: 1
Car:   fuel tank capacity: 71; fuel consumption: 990; max speed: 722; max distance: 0
Truck: fuel tank capacity: 484; fuel consumption: 320; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 599; fuel consumption: 105; max speed: 814; max distance: 5
Car:   fuel tank capacity: 563; fuel consumption: 635; max speed: 113; max distance: 0
Car:   fuel tank capacity: 27; fuel consumption: 175; max speed: 435; max distance: 0
Car:   fuel tank capacity: 856; fuel consumption: 320; max speed: 545; max distance: 2
Car:   fuel tank capacity: 686; fuel consumption: 224; max speed: 435; max distance: 3
Car:   fuel tank capacity: 413; fuel consumption: 897; max speed: 587; max distance: 0
Bus:   fuel tank capacity: 725; fuel consumption: 374; max passengers: 719; max distance: 1
Bus:   fuel tank capacity: 831; fuel consumption: 222; max passengers: 346; max distance: 3
Truck: fuel tank capacity: 63; fuel consumption: 218; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 271; fuel consumption: 650; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 716; fuel consumption: 468; lifting capacity: 0; max distance: 1
Bus:   fuel tank capacity: 525; fuel consumption: 715; max passengers: 45; max distance: 0
Truck: fuel tank capacity: 719; fuel consumption: 270; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 611; fuel consumption: 976; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 933; fuel consumption: 168; lifting capacity: 0; max distance: 5
Car:   fuel tank capacity: 133; fuel consumption: 749; max speed: 744; max distance: 0
Truck: fuel tank capacity: 268; fuel consumption: 503; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 916; fuel consumption: 590; max speed: 749; max distance: 1
Truck: fuel tank capacity: 976; fuel consumption: 332; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 519; fuel consumption: 931; max speed: 373; max distance: 0
Car:   fuel tank capacity: 407; fuel consumption: 27; max speed: 510; max distance: 15
Bus:   fuel tank capacity: 627; fuel consumption: 738; max passengers: 189; max distance: 0
Car:   fuel tank capacity: 736; fuel consumption: 890; max speed: 541; max distance: 0
Bus:   fuel tank capacity: 698; fuel consumption: 1; max passengers: 32; max distance: 698
Truck: fuel tank capacity: 863; fuel consumption: 492; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 435; fuel consumption: 839; max speed: 102; max distance: 0
Truck: fuel tank capacity: 196; fuel consumption: 215; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 566; fuel consumption: 316; lifting capacity: 0; max distance: 1
Bus:   fuel tank capacity: 628; fuel consumption: 45; max passengers: 55; max distance: 13
Truck: fuel tank capacity: 457; fuel consumption: 34; lifting capacity: 0; max distance: 13
Bus:   fuel tank capacity: 115; fuel consumption: 537; max passengers: 436; max distance: 0
Bus:   fuel tank capacity: 679; fuel consumption: 868; max passengers: 792; max distance: 0
Car:   fuel tank capacity: 171; fuel consumption: 831; max speed: 971; max distance: 0
Bus:   fuel tank capacity: 169; fuel consumption: 982; max passengers: 486; max distance: 0
Truck: fuel tank capacity: 776; fuel consumption: 37; lifting capacity: 0; max distance: 20
Truck: fuel tank capacity: 620; fuel consumption: 974; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 713; fuel consumption: 167; max speed: 722; max distance: 4
Bus:   fuel tank capacity: 192; fuel consumption: 610; max passengers: 510; max distance: 0
Car:   fuel tank capacity: 2; fuel consumption: 673; max speed: 132; max distance: 0
Bus:   fuel tank capacity: 853; fuel consumption: 31; max passengers: 113; max distance: 27
Bus:   fuel tank capacity: 316; fuel consumption: 895; max passengers: 175; max distance: 0
Bus:   fuel tank capacity: 348; fuel consumption: 273; max passengers: 669; max distance: 1
Truck: fuel tank capacity: 524; fuel consumption: 563; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 646; fuel consumption: 462; lifting capacity: 0; max distance: 1
Truck: fuel tank capacity: 358; fuel consumption: 508; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 133; fuel consumption: 751; max passengers: 414; max distance: 0
Car:   fuel tank capacity: 243; fuel consumption: 879; max speed: 453; max distance: 0
Car:   fuel tank capacity: 682; fuel consumption: 894; max speed: 800; max distance: 0
Car:   fuel tank capacity: 339; fuel consumption: 13; max speed: 808; max distance: 26
Truck: fuel tank capacity: 76; fuel consumption: 470; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 553; fuel consumption: 811; max speed: 986; max distance: 0
Bus:   fuel tank capacity: 18; fuel consumption: 721; max passengers: 22; max distance: 0
Bus:   fuel tank capacity: 401; fuel consumption: 18; max passengers: 189; max distance: 22
Bus:   fuel tank capacity: 797; fuel consumption: 65; max passengers: 380; max distance: 12
Bus:   fuel tank capacity: 150; fuel consumption: 857; max passengers: 203; max distance: 0
Car:   fuel tank capacity: 556; fuel consumption: 922; max speed: 459; max distance: 0
Truck: fuel tank capacity: 387; fuel consumption: 656; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 141; fuel consumption: 151; max speed: 324; max distance: 0
Bus:   fuel tank capacity: 491; fuel consumption: 405; max passengers: 581; max distance: 1
Car:   fuel tank capacity: 183; fuel consumption: 29; max speed: 188; max distance: 6
Car:   fuel tank capacity: 788; fuel consumption: 177; max speed: 896; max distance: 4
Bus:   fuel tank capacity: 853; fuel consumption: 719; max passengers: 103; max distance: 1
Bus:   fuel tank capacity: 877; fuel consumption: 472; max passengers: 581; max distance: 1
Truck: fuel tank capacity: 103; fuel consumption: 311; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 367; fuel consumption: 806; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 781; fuel consumption: 861; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 524; fuel consumption: 468; max passengers: 721; max distance: 1
Bus:   fuel tank capacity: 485; fuel consumption: 258; max passengers: 507; max distance: 1
Bus:   fuel tank capacity: 327; fuel consumption: 490; max passengers: 830; max distance: 0
Truck: fuel tank capacity: 67; fuel consumption: 361; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 406; fuel consumption: 564; max passengers: 760; max distance: 0
Truck: fuel tank capacity: 79; fuel consumption: 255; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 441; fuel consumption: 172; max speed: 131; max distance: 2
Bus:   fuel tank capacity: 654; fuel consumption: 103; max passengers: 465; max distance: 6
Bus:   fuel tank capacity: 889; fuel consumption: 669; max passengers: 699; max distance: 1
Bus:   fuel tank capacity: 885; fuel consumption: 778; max passengers: 215; max distance: 1
Car:   fuel tank capacity: 938; fuel consumption: 357; max speed: 310; max distance: 2
Truck: fuel tank capacity: 700; fuel consumption: 135; lifting capacity: 0; max distance: 5
Truck: fuel tank capacity: 205; fuel consumption: 552; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 479; fuel consumption: 123; max speed: 412; max distance: 3
Bus:   fuel tank capacity: 29; fuel consumption: 800; max passengers: 931; max distance: 0
Truck: fuel tank capacity: 1; fuel consumption: 973; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 574; fuel consumption: 472; max speed: 627; max distance: 1
Bus:   fuel tank capacity: 494; fuel consumption: 780; max passengers: 599; max distance: 0
Truck: fuel tank capacity: 706; fuel consumption: 72; lifting capacity: 0; max distance: 9
Bus:   fuel tank capacity: 540; fuel consumption: 428; max passengers: 637; max distance: 1
Truck: fuel tank capacity: 702; fuel consumption: 121; lifting capacity: 0; max distance: 5
Truck: fuel tank capacity: 251; fuel consumption: 795; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 306; fuel consumption: 366; max speed: 191; max distance: 0
Car:   fuel tank capacity: 193; fuel consumption: 338; max speed: 706; max distance: 0
Bus:   fuel tank capacity: 468; fuel consumption: 360; max passengers: 904; max distance: 1
Bus:   fuel tank capacity: 986; fuel consumption: 269; max passengers: 927; max distance: 3
Car:   fuel tank capacity: 837; fuel consumption: 248; max speed: 484; max distance: 3
Car:   fuel tank capacity: 564; fuel consumption: 954; max speed: 706; max distance: 0
Truck: fuel tank capacity: 220; fuel consumption: 963; lifting capacity: 0; max distance: 0
Truck: fuel tank capacity: 265; fuel consumption: 143; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 196; fuel consumption: 121; max speed: 838; max distance: 1
Truck: fuel tank capacity: 685; fuel consumption: 175; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 293; fuel consumption: 25; max passengers: 116; max distance: 11
Truck: fuel tank capacity: 679; fuel consumption: 328; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 696; fuel consumption: 133; max passengers: 222; max distance: 5
Truck: fuel tank capacity: 542; fuel consumption: 995; lifting capacity: 0; max distance: 0
Car:   fuel tank capacity: 438; fuel consumption: 542; max speed: 678; max distance: 0
Truck: fuel tank capacity: 943; fuel consumption: 890; lifting capacity: 0; max distance: 1
Car:   fuel tank capacity: 564; fuel consumption: 296; max speed: 499; max distance: 1
Truck: fuel tank capacity: 913; fuel consumption: 710; lifting capacity: 0; max distance: 1
Bus:   fuel tank capacity: 763; fuel consumption: 404; max passengers: 316; max distance: 1
Truck: fuel tank capacity: 727; fuel consumption: 407; lifting capacity: 0; max distance: 1
Truck: fuel tank capacity: 13; fuel consumption: 414; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 543; fuel consumption: 410; max passengers: 726; max distance: 1
Bus:   fuel tank capacity: 887; fuel consumption: 146; max passengers: 860; max distance: 6
Bus:   fuel tank capacity: 869; fuel consumption: 446; max passengers: 295; max distance: 1
Truck: fuel tank capacity: 293; fuel consumption: 382; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 290; fuel consumption: 67; max passengers: 753; max distance: 4
Bus:   fuel tank capacity: 362; fuel consumption: 304; max passengers: 492; max distance: 1
Bus:   fuel tank capacity: 257; fuel consumption: 466; max passengers: 512; max distance: 0
Bus:   fuel tank capacity: 170; fuel consumption: 446; max passengers: 211; max distance: 0
Truck: fuel tank capacity: 91; fuel consumption: 716; lifting capacity: 0; max distance: 0
Bus:   fuel tank capacity: 685; fuel consumption: 898; max passengers: 230; max distance: 0
Car:   fuel tank capacity: 348; fuel consumption: 584; max speed: 120; max distance: 0
Car:   fuel tank capacity: 450; fuel consumption: 684; max speed: 20; max distance: 0
Car:   fuel tank capacity: 322; fuel consumption: 340; max speed: 279; max distance: 0
Car:   fuel tank capacity: 762; fuel consumption: 271; max speed: 348; max distance: 2
Truck: fuel tank capacity: 786; fuel consumption: 609; lifting capacity: 0; max distance: 1
Bus:   fuel tank capacity: 603; fuel consumption: 305; max passengers: 248; max distance: 1
Car:   fuel tank capacity: 800; fuel consumption: 91; max speed: 360; max distance: 8
Truck: fuel tank capacity: 351; fuel consumption: 95; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 435; fuel consumption: 917; lifting capacity: 0; max distance: 0
